INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../tb.cpp in debug mode
   Compiling ../../../../deform.cpp in debug mode
   Generating csim.exe
266	136	20	-128
267	137	-30	-128
270	138	-128	127
272	139	-127	-128
273	140	127	-128
274	141	127	-128
275	142	60	-128
282	143	1	-102
285	144	13	-128
286	145	-128	127
288	146	-86	-128
289	147	-63	-128
290	148	127	-128
293	149	-126	-128
296	150	-128	-10
298	151	-109	-125
299	152	52	-128
300	153	-104	-128
301	154	-40	-128
302	155	-42	127
303	156	127	-128
307	157	-124	-128
308	158	29	-128
310	159	-1	-128
312	160	-128	-86
313	161	-19	-128
314	162	-128	-22
315	163	-121	-128
318	164	-128	127
319	165	-128	10
321	166	-109	-60
322	167	62	-128
326	168	127	-128
328	169	-128	28
330	170	64	109
331	171	11	-128
333	172	-126	-128
334	173	-128	127
337	174	127	-128
338	175	30	-128
339	176	4	-128
346	177	-28	-128
349	178	127	-128
350	179	-128	127
352	180	0	-128
353	181	-119	-128
354	182	118	-128
356	183	-111	-128
362	184	-128	127
363	185	127	-128
364	186	-98	-128
365	187	34	-128
366	188	-74	127
367	189	127	-128
370	190	11	-128
372	191	80	-128
374	192	127	-128
377	193	-48	-128
378	194	92	-128
379	195	-126	-128
380	196	-65	-128
382	197	-90	127
384	198	-128	-34
385	199	-51	-128
390	200	127	-128
394	201	-6	-128
395	202	-3	-128
397	203	-124	-128
398	204	-128	57
399	205	92	-128
401	206	127	-128
402	207	-119	-128
403	208	25	-128
404	209	-117	-128
407	210	-13	-128
408	211	-128	-112
410	212	-12	127
413	213	-32	-128
414	214	-128	127
416	215	-47	-128
417	216	-121	-128
418	217	92	-128
420	218	-55	-128
426	219	-128	-9
427	220	127	-128
428	221	-120	-128
429	222	59	-128
430	223	-36	127
431	224	-128	-20
436	225	74	-128
438	226	127	-128
441	227	19	-128
442	228	-4	-56
443	229	-65	-128
446	230	-59	127
449	231	-1	-128
450	232	127	-128
454	233	127	-128
458	234	-21	-128
459	235	-58	-128
462	236	-128	127
463	237	-18	23
465	238	121	-128
467	239	82	-128
470	240	-35	-128
471	241	-104	-128
474	242	-70	127
477	243	-20	-128
478	244	-128	127
479	245	-100	-27
480	246	-36	-128
481	247	-118	-128
482	248	-80	-128
484	249	-73	-128
485	250	-122	-128
490	251	-128	110
491	252	-32	-128
493	253	23	-128
494	254	-10	127
495	255	-128	-93
496	256	-128	-92
500	257	41	-128
502	258	127	-128
504	259	-128	-121
505	260	17	-128
506	261	127	3
507	262	-40	-128
508	263	-12	-128
510	264	-18	127
511	265	-128	-77
513	266	-100	-128
514	267	-66	-128
515	268	47	-128
518	269	127	-128
522	270	35	127
523	271	-74	-128
525	272	-125	-128
526	273	-128	127
527	274	-91	-34
529	275	127	-128
530	276	-57	-128
531	277	-83	-128
534	278	-120	-128
535	279	-1	-128
538	280	-53	116
541	281	-109	-128
542	282	-128	127
543	283	-113	-128
544	284	15	-128
545	285	-100	-128
548	286	-84	-128
554	287	-128	6
555	288	41	-128
557	289	20	-128
558	290	-15	127
559	291	43	-113
562	292	-123	-128
564	293	-61	-128
566	294	127	-128
568	295	-128	-121
569	296	-44	-128
572	297	-115	-128
574	298	-128	127
577	299	-128	-111
578	300	127	-128
579	301	51	-128
582	302	127	-128
586	303	46	52
587	304	-82	-128
590	305	-128	127
591	306	-104	-63
592	307	-123	-128
593	308	127	-128
594	309	-37	-128
595	310	88	-128
602	311	-31	-46
606	312	-128	127
607	313	-119	-128
608	314	-85	-128
612	315	-82	-128
618	316	-128	127
619	317	127	-128
620	318	-127	-128
621	319	-71	-128
622	320	-79	127
623	321	-128	-122
628	322	-81	-128
630	323	82	-128
633	324	-29	-128
634	325	-18	-21
635	326	-75	-128
636	327	5	-128
638	328	-128	127
639	329	-128	15
641	330	-32	-128
642	331	-108	-128
643	332	127	-128
644	333	1	-128
646	334	127	-128
648	335	-128	11
650	336	-39	-128
651	337	-3	-128
653	338	-126	-128
654	339	-128	127
655	340	-128	-59
656	341	-126	-128
657	342	127	-128
658	343	120	-128
659	344	-28	-128
666	345	-22	-72
669	346	59	-128
670	347	-128	127
674	348	-58	-128
676	349	-111	-128
683	350	127	-128
684	351	-105	-128
686	352	-14	127
687	353	28	-128
689	354	-128	127
692	355	98	-128
694	356	11	-128
696	357	-128	-68
697	358	-77	-128
698	359	127	-128
700	360	-92	-128
702	361	-8	127
705	362	-50	-128
706	363	127	-128
707	364	21	-128
708	365	-49	-128
710	366	127	-128
712	367	-128	-116
714	368	69	19
715	369	-64	-128
717	370	-121	-128
718	371	-128	127
719	372	-112	-128
721	373	-20	-62
722	374	127	-128
723	375	3	-128
730	376	-7	-59
733	377	31	-128
734	378	-128	127
735	379	-128	-118
736	380	-37	-128
737	381	-98	-128
738	382	-3	-128
740	383	-123	-128
746	384	-128	-87
747	385	127	-128
748	386	-121	-128
749	387	5	-128
750	388	-114	127
751	389	-128	125
756	390	83	-128
758	391	49	-128
761	392	-113	-128
762	393	-82	127
763	394	-86	-43
766	395	-79	127
767	396	-128	75
770	397	127	-128
771	398	57	-128
772	399	-1	-128
774	400	127	-128
776	401	-128	15
778	402	40	127
779	403	-43	-128
781	404	-121	-128
782	405	-128	127
783	406	-128	-68
785	407	105	-128
786	408	127	-128
787	409	-25	-128
792	410	-128	57
794	411	-45	-128
797	412	-71	-128
798	413	-128	79
799	414	-120	-128
800	415	-98	-108
801	416	-123	-128
802	417	127	-128
804	418	-95	-128
805	419	-121	-128
808	420	-128	65
811	421	127	-128
812	422	-97	-128
813	423	127	-128
814	424	-63	127
815	425	127	-128
818	426	-118	-128
820	427	-87	-128
822	428	127	-128
825	429	-30	-128
826	430	9	-66
827	431	-108	-128
828	432	-108	-128
830	433	52	127
834	434	-94	-128
835	435	26	-128
836	436	-68	-128
838	437	127	-128
840	438	-128	-40
842	439	76	61
843	440	-49	-128
845	441	-127	-128
846	442	-128	127
849	443	73	-128
850	444	63	-128
851	445	-21	-128
854	446	-46	-128
856	447	-128	50
858	448	-36	-98
859	449	-124	-128
861	450	23	-128
862	451	-128	127
864	452	-120	-128
865	453	-119	-128
866	454	20	-128
868	455	-71	-128
869	456	-121	-128
872	457	-128	119
874	458	-94	-128
875	459	127	-128
877	460	-31	-128
878	461	-49	127
879	462	127	-128
881	463	-128	-87
882	464	26	-128
884	465	-55	-128
886	466	127	-128
889	467	65	-128
890	468	30	-128
891	469	-67	-128
892	470	-120	-128
894	471	26	127
897	472	-70	7
898	473	-32	-128
900	474	-30	-128
902	475	127	-128
904	476	-115	-125
906	477	-10	-128
907	478	-13	-128
909	479	-119	-128
910	480	-128	127
911	481	-66	-128
913	482	-4	-128
914	483	127	-128
915	484	-102	-128
922	485	-12	127
925	486	33	-128
926	487	-128	127
928	488	-67	-128
929	489	-96	-128
930	490	65	-128
932	491	-74	-128
938	492	-98	57
939	493	127	-128
940	494	-115	-128
941	495	127	-128
942	496	-13	127
943	497	127	17
945	498	-128	-37
946	499	-8	-128
948	500	-105	-128
950	501	127	-128
952	502	-128	-108
953	503	60	-128
955	504	-82	-128
956	505	34	-128
958	506	-128	127
960	507	-128	-125
962	508	127	-128
963	509	116	-128
964	510	-102	-128
966	511	127	-128
970	512	121	-128
971	513	-78	-128
974	514	-128	127
975	515	5	-51
977	516	97	-128
978	517	87	-128
979	518	68	-128
982	519	11	-128
986	520	29	82
989	521	-35	-128
990	522	-128	127
991	523	-128	-48
992	524	-83	-128
994	525	-7	-128
996	526	-49	-128
1000	527	-128	-60
1002	528	-97	-128
1003	529	127	-128
1004	530	-64	-128
1005	531	59	-128
1006	532	-2	127
1007	533	127	-128
1010	534	-74	-128
1014	535	127	-128
1016	536	-128	-11
1017	537	45	-128
1018	538	-15	62
1019	539	-128	-103
1022	540	-128	127
1023	541	-128	-47
1026	542	127	-128
1027	543	127	-128
1029	544	-91	-128
1030	545	127	-128
1032	546	-128	-33
1034	547	81	-93
1035	548	-27	-128
1037	549	-127	-128
1038	550	-128	127
1039	551	76	-101
1041	552	127	-25
1042	553	-32	-128
1043	554	7	-128
1046	555	-69	-128
1048	556	-128	-114
1050	557	69	-128
1054	558	-128	127
1056	559	-128	-117
1057	560	-97	-128
1058	561	22	-128
1060	562	-80	-128
1064	563	-128	-69
1066	564	-68	-8
1067	565	127	-128
1068	566	-66	-128
1069	567	-25	-128
1070	568	-113	127
1071	569	127	-128
1074	570	-74	-128
1076	571	-29	-128
1078	572	127	-128
1081	573	119	-128
1082	574	72	-57
1083	575	-72	-128
1084	576	-67	-128
1086	577	-128	127
1089	578	-120	-128
1090	579	-66	-128
1091	580	-96	-128
1092	581	-111	-128
1094	582	127	-128
1098	583	-20	123
1099	584	-18	-128
1102	585	-128	127
1103	586	-105	-15
1105	587	127	-128
1107	588	81	-128
1111	589	-97	-128
1114	590	52	89
1118	591	-128	127
1120	592	-75	-128
1122	593	58	-128
1124	594	-61	-128
1130	595	-128	39
1131	596	127	-128
1132	597	-94	-128
1133	598	-108	-128
1134	599	-112	127
1135	600	-53	-128
1140	601	31	-128
1142	602	127	-128
1145	603	95	-128
1146	604	-128	5
1147	605	-56	-128
1148	606	-32	-128
1150	607	-82	127
1151	608	-128	-64
1153	609	-109	-128
1154	610	127	-128
1155	611	-6	-128
1158	612	127	-128
1160	613	-128	2
1162	614	65	87
1163	615	-115	-128
1166	616	-128	127
1167	617	-128	35
1169	618	127	-128
1170	619	93	-128
1171	620	-48	-128
1176	621	-128	92
1178	622	12	-128
1181	623	25	-128
1182	624	-128	127
1184	625	-58	-128
1185	626	-93	-128
1186	627	-24	-128
1188	628	-86	-128
1189	629	-125	-128
1194	630	-128	116
1195	631	127	-127
1197	632	-34	-128
1198	633	15	127
1199	634	127	-48
1204	635	-32	-128
1206	636	68	-128
1208	637	-128	-52
1209	638	-16	-128
1210	639	-32	-42
1211	640	-75	-128
1212	641	-52	-128
1214	642	-84	127
1215	643	-127	-128
1217	644	-107	-128
1219	645	90	-128
1220	646	-26	-128
1222	647	127	-128
1224	648	-128	80
1226	649	4	-128
1229	650	-125	-128
1230	651	-128	127
1233	652	99	-128
1234	653	127	-128
1235	654	31	-128
1237	655	-126	-128
1242	656	45	117
1243	657	-122	-128
1245	658	55	-128
1246	659	-128	127
1247	660	-128	-17
1248	661	-80	-128
1249	662	-67	-128
1250	663	26	-128
1252	664	-70	-128
1253	665	-112	-128
1258	666	-93	66
1259	667	127	-128
1261	668	-7	-128
1262	669	-41	127
1263	670	127	-94
1266	671	-76	-128
1268	672	55	-128
1270	673	127	-128
1273	674	-71	-128
1274	675	47	-119
1275	676	-76	-128
1276	677	-24	-128
1278	678	-105	127
1279	679	-128	127
1281	680	-78	-128
1282	681	15	-128
1286	682	127	-128
1290	683	29	-128
1291	684	-97	-128
1292	685	-123	-128
1293	686	-127	-128
1294	687	-128	127
1297	688	77	-128
1298	689	42	-128
1299	690	-27	-128
1303	691	-105	-128
1304	692	-128	-76
1306	693	40	-128
1309	694	-105	-128
1310	695	-128	127
1312	696	1	-128
1313	697	-127	-128
1314	698	122	-128
1316	699	-87	-128
1322	700	-94	-120
1323	701	37	-128
1324	702	-116	-128
1325	703	56	-128
1326	704	-103	87
1327	705	-128	-80
1332	706	96	-128
1334	707	127	-128
1337	708	-81	-128
1338	709	119	-128
1339	710	-30	-128
1340	711	-13	-128
1342	712	-31	127
1345	713	-36	-128
1346	714	127	-128
1350	715	127	-128
1354	716	107	-123
1355	717	-25	-128
1357	718	-124	-128
1358	719	-128	127
1359	720	-128	-80
1361	721	-67	-128
1362	722	-31	-128
1363	723	55	-128
1368	724	-128	-102
1370	725	-51	127
1371	726	-117	-128
1373	727	-96	-128
1374	728	-128	127
1375	729	-91	-16
1376	730	-39	-128
1377	731	-101	-128
1378	732	127	-128
1380	733	-125	-128
1386	734	-123	-128
1387	735	88	-128
1388	736	-104	-128
1389	737	-40	-128
1390	738	-109	127
1391	739	127	-128
1394	740	-3	-128
1396	741	22	-128
1398	742	-57	-128
1401	743	-4	-128
1403	744	-76	-128
1404	745	-73	-128
1406	746	10	127
1410	747	127	-128
1411	748	58	-128
1414	749	127	-128
1418	750	79	11
1419	751	-85	-128
1421	752	-125	-128
1422	753	-128	127
1423	754	-42	-128
1425	755	67	-128
1426	756	-71	-128
1427	757	36	-128
1430	758	-118	-128
1434	759	-84	56
1437	760	-47	-128
1438	761	-128	127
1439	762	-104	-128
1441	763	-106	-128
1442	764	68	-128
1444	765	-125	-128
1448	766	-128	-67
1450	767	-128	-5
1451	768	127	-128
1453	769	-76	-128
1454	770	-44	127
1455	771	-119	-82
1456	772	-128	-77
1457	773	-128	-119
1458	774	-119	-128
1460	775	-15	-128
1462	776	127	-128
1465	777	-102	-128
1466	778	76	-128
1467	779	-69	-128
1468	780	-119	-128
1470	781	-128	127
1473	782	-89	-128
1474	783	127	-128
1475	784	-87	-128
1478	785	127	-128
1482	786	51	82
1483	787	-53	-128
1485	788	-115	-128
1486	789	-128	127
1487	790	11	-128
1489	791	127	-128
1490	792	127	-128
1491	793	-19	-128
1495	794	27	-128
1498	795	-102	127
1499	796	-128	-7
1501	797	-57	-128
1502	798	-128	127
1503	799	-125	-128
1505	800	-111	-128
1506	801	47	-128
1508	802	-115	-128
1512	803	-128	127
1514	804	-90	-63
1515	805	127	-128
1517	806	64	-128
1518	807	-57	127
1519	808	127	-128
1524	809	-115	-128
1526	810	96	-128
1528	811	-128	3
1529	812	-42	-128
1530	813	-39	95
1532	814	-14	-128
1534	815	-128	127
1535	816	-128	-34
1536	817	-128	-55
1537	818	-58	-128
1538	819	127	-128
1539	820	4	-128
1542	821	127	-128
1546	822	-43	-128
1547	823	3	-128
1549	824	-126	-128
1550	825	-128	127
1551	826	-74	-128
1553	827	-67	-128
1554	828	32	-128
1555	829	35	-128
1556	830	-103	-128
1558	831	-24	-128
1560	832	-128	-37
1562	833	-9	-35
1566	834	-128	127
1567	835	-126	-128
1568	836	-103	-128
1569	837	-102	-128
1576	838	-128	28
1578	839	-120	54
1579	840	64	-128
1580	841	-107	-128
1581	842	127	-128
1582	843	14	127
1583	844	-26	8
1586	845	-108	-128
1588	846	-22	-128
1590	847	67	-128
1592	848	-128	-93
1593	849	-97	-128
1594	850	127	-48
1596	851	-83	-128
1598	852	8	29
1600	853	-128	-43
1602	854	127	-128
1603	855	-64	-128
1604	856	-13	-128
1606	857	127	-128
1610	858	87	-128
1611	859	-12	-128
1614	860	-128	127
1616	861	-122	-128
1617	862	48	-128
1618	863	117	-128
1619	864	89	-128
1622	865	-39	-128
1626	866	8	-128
1629	867	-18	-128
1630	868	-128	127
1632	869	-111	-128
1633	870	-115	-128
1634	871	-126	-128
1636	872	-87	-128
1637	873	-103	-128
1643	874	127	-128
1645	875	74	-128
1646	876	-61	127
1647	877	-128	29
1652	878	81	-128
1654	879	127	-128
1656	880	-128	117
1658	881	37	59
1662	882	10	127
1670	883	127	-128
1674	884	96	4
1675	885	-15	-128
1678	886	-128	127
1681	887	116	-128
1682	888	127	-128
1683	889	-64	-128
1684	890	-125	-128
1686	891	-80	-128
1687	892	-72	-128
1690	893	-36	127
1693	894	59	-128
1694	895	-128	127
1695	896	-128	-103
1696	897	-63	-128
1697	898	-118	-128
1698	899	-120	-128
1700	900	-59	-128
1706	901	-128	127
1707	902	103	-128
1709	903	62	-128
1710	904	-45	127
1711	905	127	12
1716	906	18	-128
1718	907	127	-128
1723	908	-38	-128
1726	909	-12	127
1729	910	-74	7
1730	911	127	-128
1731	912	127	-128
1734	913	127	-128
1736	914	-128	-51
1738	915	50	-110
1739	916	-68	-128
1741	917	-127	-128
1742	918	-128	127
1745	919	127	-128
1746	920	49	-128
1747	921	36	-128
1754	922	-33	127
1757	923	55	-128
1758	924	-128	127
1759	925	-128	-116
1760	926	-54	-128
1761	927	-91	-128
1762	928	-93	-128
1764	929	-96	-128
1771	930	127	-128
1773	931	-28	-128
1774	932	-50	127
1775	933	-17	-128
1776	934	-128	-96
1778	935	-126	-128
1780	936	2	-128
1782	937	127	-128
1785	938	-78	-128
1786	939	-28	-128
1787	940	-83	-128
1788	941	-120	-128
1790	942	-26	127
1793	943	-13	-128
1794	944	127	-128
1795	945	-111	-128
1798	946	127	-128
1800	947	-128	-94
1802	948	-50	-128
1803	949	-49	-128
1805	950	-126	-128
1806	951	-128	127
1807	952	-128	-115
1809	953	103	-128
1811	954	-51	-128
1815	955	-116	-128
1816	956	-128	-18
1818	957	3	-128
1821	958	127	-128
1822	959	-128	127
1824	960	-44	-128
1825	961	-84	-16
1826	962	-76	-128
1827	963	-112	-128
1828	964	-110	-128
1835	965	127	-128
1836	966	-104	-128
1837	967	-90	-128
1838	968	23	127
1839	969	115	-128
1841	970	-128	-80
1842	971	-24	-128
1844	972	127	-128
1846	973	127	-128
1849	974	-101	-128
1850	975	127	-128
1851	976	-123	-128
1852	977	-6	-128
1854	978	-71	127
1857	979	-33	-128
1858	980	-56	-128
1859	981	-105	-128
1862	982	127	-128
1866	983	13	113
1867	984	-63	-110
1869	985	-126	-128
1870	986	-128	127
1871	987	-3	0
1873	988	0	-128
1874	989	127	-128
1875	990	-44	-128
1878	991	-126	-128
1880	992	-128	-82
1882	993	-8	-66
1885	994	107	-128
1886	995	-128	127
1888	996	-67	-128
1889	997	-93	-128
1890	998	108	-128
1891	999	-115	-128
1892	1000	-80	-128
1898	1001	-128	-25
1899	1002	127	-128
1902	1003	-66	127
1903	1004	-54	-128
1905	1005	-128	-111
1908	1006	98	-128
1910	1007	113	-128
1912	1008	-128	56
1913	1009	-95	-128
1914	1010	-128	127
1915	1011	-68	-111
1918	1012	-128	127
1919	1013	-128	-120
1921	1014	-47	-85
1922	1015	127	-128
1923	1016	-88	-128
1926	1017	127	-128
1930	1018	127	-128
1931	1019	-38	-128
1933	1020	-126	-128
1934	1021	-128	127
1935	1022	-42	-128
1937	1023	7	-128
1939	1024	-5	-128
1942	1025	-19	-128
1946	1026	-75	94
1949	1027	-25	-128
1950	1028	-128	127
1951	1029	-128	-62
1952	1030	-104	-128
1953	1031	-64	-128
1954	1032	127	-128
1956	1033	-90	-128
1957	1034	-114	-128
1962	1035	-127	100
1963	1036	127	-128
1965	1037	98	-128
1966	1038	-60	127
1967	1039	-31	-128
1970	1040	-39	-128
1972	1041	72	-128
1974	1042	127	-128
1982	1043	-97	127
1983	1044	-128	-12
1984	1045	-128	-79
1985	1046	-53	-128
1987	1047	-68	-128
1990	1048	127	-128
1992	1049	-128	85
1994	1050	75	-128
1995	1051	-41	-128
1998	1052	-128	127
1999	1053	-28	-89
2001	1054	127	-128
2002	1055	78	-128
2003	1056	39	-128
2007	1057	21	-128
2010	1058	42	-128
2013	1059	50	-128
2014	1060	-128	127
2015	1061	-128	-21
2016	1062	-77	-128
2018	1063	127	-128
2020	1064	-91	-128
2026	1065	-127	-14
2027	1066	127	-128
2028	1067	-90	-128
2029	1068	70	-128
2030	1069	5	127
2032	1070	-128	4
2034	1071	-73	-128
2036	1072	47	-128
2038	1073	127	-128
2040	1074	-128	34
2042	1075	121	-128
2043	1076	-53	-128
2044	1077	-21	-128
2046	1078	16	127
2049	1079	-128	-43
2050	1080	127	-128
2051	1081	-124	-128
2054	1082	127	-128
2056	1083	-128	-79
2058	1084	-42	29
2060	1085	-103	-128
2062	1086	-128	127
2063	1087	-39	-55
2065	1088	-46	-128
2067	1089	-13	-128
2068	1090	-5	-128
2069	1091	-101	-128
2070	1092	-81	-128
2071	1093	-46	-128
2074	1094	-79	-128
2077	1095	-69	-128
2078	1096	-128	127
2079	1097	-81	-128
2084	1098	-91	-128
2085	1099	-124	-128
2088	1100	-128	24
2090	1101	-122	-79
2093	1102	60	-128
2094	1103	-128	127
2095	1104	127	-128
2096	1105	-122	-128
2098	1106	-106	-128
2102	1107	127	-128
2104	1108	-116	-128
2105	1109	-63	-128
2106	1110	-128	-89
2108	1111	-50	-128
2110	1112	-128	127
2111	1113	-128	-124
2114	1114	127	-128
2115	1115	81	-128
2118	1116	127	-128
2121	1117	-53	-128
2122	1118	41	13
2123	1119	-106	-128
2124	1120	-103	-128
2126	1121	-128	127
2127	1122	-81	-114
2129	1123	-118	-128
2130	1124	-106	-128
2133	1125	-105	-128
2134	1126	-114	-128
2135	1127	-72	-128
2138	1128	-22	127
2139	1129	-76	-128
2141	1130	105	-128
2142	1131	-128	127
2143	1132	-128	33
2145	1133	-108	-128
2148	1134	-57	-128
2152	1135	-128	-93
2155	1136	-78	-118
2157	1137	-53	-128
2158	1138	-84	127
2162	1139	-101	-128
2164	1140	15	-128
2166	1141	127	-128
2168	1142	-128	69
2169	1143	-3	-128
2170	1144	-116	-27
2172	1145	-41	-128
2174	1146	-128	127
2175	1147	-128	16
2177	1148	-87	-63
2178	1149	127	-128
2179	1150	-49	-128
2181	1151	-121	-128
2182	1152	127	-128
2184	1153	-128	127
2186	1154	-39	-128
2187	1155	-69	-128
2188	1156	-105	-128
2190	1157	-128	127
2191	1158	-128	72
2198	1159	-86	-128
2202	1160	-11	29
2205	1161	-63	-128
2206	1162	-128	127
2208	1163	-96	-128
2209	1164	-93	-128
2211	1165	-122	-128
2212	1166	-53	-128
2214	1167	-121	-128
2218	1168	-128	-59
2219	1169	15	-128
2220	1170	-126	-128
2221	1171	-101	-128
2222	1172	-110	127
2223	1173	127	-85
2228	1174	0	-128
2230	1175	127	-128
2232	1176	-112	-128
2233	1177	-78	-128
2234	1178	-127	-128
2235	1179	-126	-128
2238	1180	-97	127
2241	1181	-30	-128
2242	1182	1	-128
2246	1183	127	-128
2248	1184	-128	-101
2249	1185	-123	-128
2250	1186	19	-17
2251	1187	-46	-128
2252	1188	-106	-128
2254	1189	-128	127
2255	1190	-61	-117
2257	1191	5	-128
2259	1192	-71	-128
2260	1193	-69	-128
2261	1194	-120	-128
2262	1195	-38	-128
2263	1196	63	-128
2266	1197	-89	-128
2270	1198	-128	127
2271	1199	-120	-128
2272	1200	-24	-128
2273	1201	-84	-128
2276	1202	-112	-128
2278	1203	-126	-128
2282	1204	-128	-11
2283	1205	127	-128
2285	1206	51	-128
2286	1207	-83	127
2287	1208	-128	-98
2292	1209	101	-128
2294	1210	127	-128
2296	1211	-128	-34
2297	1212	-25	-128
2298	1213	-128	-123
2299	1214	-83	-128
2302	1215	-62	127
2303	1216	-128	38
2305	1217	-9	-128
2306	1218	127	-128
2309	1219	3	-128
2310	1220	127	-128
2314	1221	3	106
2315	1222	-10	-128
2316	1223	-103	-128
2318	1224	-128	127
2319	1225	-123	-24
2321	1226	-14	-128
2323	1227	-99	-128
2324	1228	-45	-128
2325	1229	-107	-128
2326	1230	17	-128
2327	1231	80	-128
2330	1232	-127	-52
2334	1233	-128	127
2335	1234	-128	-90
2336	1235	24	-84
2337	1236	-60	-97
2340	1237	-127	-128
2348	1238	-103	-128
2349	1239	127	-128
2350	1240	-48	127
2351	1241	-128	-21
2352	1242	-114	-128
2356	1243	11	-128
2358	1244	127	-128
2359	1245	-89	-128
2361	1246	-28	-128
2362	1247	-128	127
2363	1248	-45	-121
2364	1249	-117	-128
2366	1250	-128	127
2367	1251	-128	-127
2369	1252	-3	-128
2370	1253	127	-128
2373	1254	64	-128
2374	1255	127	-128
2378	1256	107	-21
2379	1257	37	-128
2382	1258	-128	127
2385	1259	5	-128
2389	1260	-116	-128
2390	1261	10	-128
2391	1262	127	-128
2394	1263	-124	-35
2397	1264	79	-128
2398	1265	-128	127
2400	1266	-9	-128
2410	1267	-128	127
2411	1268	-62	-128
2412	1269	-97	-128
2413	1270	37	-128
2414	1271	-74	127
2415	1272	-17	-128
2420	1273	-81	-128
2422	1274	127	-128
2423	1275	-104	-128
2424	1276	-128	-51
2425	1277	-42	-128
2426	1278	-11	-128
2428	1279	-12	-128
2430	1280	-101	127
2433	1281	-56	-127
2434	1282	127	-128
2435	1283	60	-128
2437	1284	16	-128
2438	1285	127	-128
2440	1286	-128	-86
2442	1287	-58	66
2443	1288	17	-128
2444	1289	-99	-128
2446	1290	-128	127
2449	1291	-107	-128
2450	1292	-107	-128
2451	1293	-94	-128
2452	1294	-69	-128
2453	1295	-114	-128
2454	1296	-109	-128
2455	1297	-72	-128
2459	1298	-102	-128
2461	1299	-52	-128
2462	1300	-128	127
2464	1301	-31	-128
2465	1302	-114	-128
2468	1303	-87	-128
2470	1304	-115	-128
2472	1305	-128	-12
2474	1306	-128	-73
2475	1307	127	-128
2476	1308	-106	-128
2478	1309	-43	127
2479	1310	-128	-65
2481	1311	-125	-128
2484	1312	-34	-128
2486	1313	127	-128
2487	1314	-126	-128
2489	1315	-15	-128
2490	1316	-128	-63
2492	1317	-99	-128
2494	1318	-56	127
2497	1319	-41	44
2498	1320	-71	-128
2499	1321	127	-128
2501	1322	23	-128
2502	1323	127	-128
2504	1324	-84	-128
2506	1325	-37	-128
2507	1326	-15	-128
2510	1327	-128	47
2514	1328	-100	-128
2516	1329	32	-128
2517	1330	-103	-128
2522	1331	-92	-110
2525	1332	82	-128
